SurveySeason,Region,NetType,CommonName,Core_Survey,Month,SurveyCategory,N_Fish,Length_Mean,Length_SD,Length_Min,Length_Q1,Length_Q5,Length_Q25,Length_Median,Length_Q75,Length_Q95,Length_Q99,Length_Max
DJFMP,West,Beach Seine,Threadfin_Shad,FALSE,4,Beach Seine,11,65,9,48,49,52,60,62,74,76,76,76
DJFMP,West,Beach Seine,Threadfin_Shad,FALSE,5,Beach Seine,9,71,10,57,57,59,67,69,72,87,87,87
DJFMP,West,Beach Seine,Threadfin_Shad,FALSE,6,Beach Seine,21,64,44,25,25,25,25,34,106,130,132,132
DJFMP,West,Beach Seine,Threadfin_Shad,FALSE,7,Beach Seine,2208,33,14,25,25,25,26,28,32,61,102,125
DJFMP,West,Beach Seine,Threadfin_Shad,FALSE,8,Beach Seine,4099,55,25,24,25,25,29,60,75,92,110,129
DJFMP,West,Beach Seine,Threadfin_Shad,FALSE,9,Beach Seine,5273,75,21,25,25,28,65,80,90,100,115,133
DJFMP,West,Beach Seine,Threadfin_Shad,FALSE,10,Beach Seine,2435,83,14,27,34,61,75,83,91,104,113,123
DJFMP,West,Beach Seine,Threadfin_Shad,FALSE,11,Beach Seine,1925,82,15,25,44,55,74,83,92,105,114,119
DJFMP,West,Beach Seine,Threadfin_Shad,FALSE,12,Beach Seine,102,67,19,36,40,42,52,64,77,96,101,164
DJFMP,West,Beach Seine,White_Catfish,FALSE,8,Beach Seine,2,38,3,36,36,36,37,38,39,40,40,40
DJFMP,West,Pelagic Trawl,American_Shad,FALSE,1,Other Pelagic,14324,90,20,30,60,70,80,87,96,114,187,391
DJFMP,West,Pelagic Trawl,American_Shad,FALSE,2,Other Pelagic,10335,93,19,42,66,75,83,91,100,118,145,1104
DJFMP,West,Pelagic Trawl,American_Shad,FALSE,3,Other Pelagic,11096,103,17,32,72,82,93,101,110,128,151,358
DJFMP,West,Pelagic Trawl,American_Shad,FALSE,4,Other Pelagic,12736,110,22,28,77,86,98,108,120,140,163,1200
DJFMP,West,Pelagic Trawl,American_Shad,FALSE,5,Other Pelagic,8315,121,25,27,37,95,110,120,132,151,168,537
DJFMP,West,Pelagic Trawl,American_Shad,FALSE,6,Other Pelagic,2701,120,44,27,38,43,98,135,148,165,192,420
DJFMP,West,Pelagic Trawl,American_Shad,FALSE,7,Other Pelagic,47513,61,12,25,44,50,55,60,65,76,99,435
DJFMP,West,Pelagic Trawl,American_Shad,FALSE,8,Other Pelagic,96119,64,10,30,46,52,58,62,68,80,91,456
DJFMP,West,Pelagic Trawl,American_Shad,FALSE,9,Other Pelagic,126539,69,10,34,52,57,63,68,73,85,95,887
DJFMP,West,Pelagic Trawl,American_Shad,FALSE,10,Other Pelagic,110494,76,10,26,56,64,70,75,81,93,104,399
DJFMP,West,Pelagic Trawl,American_Shad,FALSE,11,Other Pelagic,64830,82,10,30,65,70,76,80,87,99,110,410
DJFMP,West,Pelagic Trawl,American_Shad,FALSE,12,Other Pelagic,40580,84,15,37,60,67,75,82,90,105,123,430
DJFMP,West,Pelagic Trawl,Chinook_Salmon,FALSE,1,Other Pelagic,1999,147,32,41,89,111,133,145,158,182,201,500
DJFMP,West,Pelagic Trawl,Chinook_Salmon,FALSE,2,Other Pelagic,669,130,54,37,61,93,108,124,143,171,196,764
DJFMP,West,Pelagic Trawl,Chinook_Salmon,FALSE,3,Other Pelagic,2640,97,31,35,53,70,82,95,108,129,158,800
DJFMP,West,Pelagic Trawl,Chinook_Salmon,FALSE,4,Other Pelagic,49086,85,10,50,70,74,80,84,89,103,113,500
DJFMP,West,Pelagic Trawl,Chinook_Salmon,FALSE,5,Other Pelagic,82688,83,11,52,67,72,78,82,88,98,106,798
DJFMP,West,Pelagic Trawl,Chinook_Salmon,FALSE,6,Other Pelagic,11449,86,23,55,67,71,77,83,90,104,113,860
DJFMP,West,Pelagic Trawl,Chinook_Salmon,FALSE,7,Other Pelagic,294,119,109,62,70,74,81,86,96,500,500,567
DJFMP,West,Pelagic Trawl,Chinook_Salmon,FALSE,8,Other Pelagic,81,285,216,65,75,82,95,109,500,500,762,770
DJFMP,West,Pelagic Trawl,Chinook_Salmon,FALSE,9,Other Pelagic,95,393,191,84,87,95,122,500,500,582,776,800
DJFMP,West,Pelagic Trawl,Chinook_Salmon,FALSE,10,Other Pelagic,198,244,153,81,92,115,161,171,193,500,538,880
DJFMP,West,Pelagic Trawl,Chinook_Salmon,FALSE,11,Other Pelagic,63,184,125,95,97,106,120,147,171,500,562,662
DJFMP,West,Pelagic Trawl,Chinook_Salmon,FALSE,12,Other Pelagic,1654,139,23,53,86,107,125,137,151,176,193,500
DJFMP,West,Pelagic Trawl,Delta_Smelt,FALSE,1,Other Pelagic,940,65,6,45,52,55,61,65,70,75,80,93
DJFMP,West,Pelagic Trawl,Delta_Smelt,FALSE,2,Other Pelagic,742,69,5,38,55,60,65,70,72,76,82,91
DJFMP,West,Pelagic Trawl,Delta_Smelt,FALSE,3,Other Pelagic,483,70,5,49,60,62,67,70,73,78,88,102
DJFMP,West,Pelagic Trawl,Delta_Smelt,FALSE,4,Other Pelagic,245,73,6,55,60,64,70,73,76,82,90,102
DJFMP,West,Pelagic Trawl,Delta_Smelt,FALSE,5,Other Pelagic,330,76,7,29,46,68,74,77,80,84,87,90
DJFMP,West,Pelagic Trawl,Delta_Smelt,FALSE,6,Other Pelagic,468,76,14,27,32,40,75,80,84,90,93,95
DJFMP,West,Pelagic Trawl,Delta_Smelt,FALSE,7,Other Pelagic,608,74,16,27,40,43,59,81,85,91,96,101
DJFMP,West,Pelagic Trawl,Delta_Smelt,FALSE,8,Other Pelagic,597,63,16,30,34,42,50,56,80,89,92,96
DJFMP,West,Pelagic Trawl,Delta_Smelt,FALSE,9,Other Pelagic,411,60,12,39,42,46,52,56,63,85,91,98
DJFMP,West,Pelagic Trawl,Delta_Smelt,FALSE,10,Other Pelagic,284,58,10,41,43,46,52,56,60,81,89,96
DJFMP,West,Pelagic Trawl,Delta_Smelt,FALSE,11,Other Pelagic,274,62,6,37,50,53,60,62,64,70,82,86
DJFMP,West,Pelagic Trawl,Delta_Smelt,FALSE,12,Other Pelagic,820,64,6,47,51,54,60,64,68,74,82,113
DJFMP,West,Pelagic Trawl,Inland_Silverside,FALSE,1,Other Pelagic,5,89,9,79,79,80,86,88,90,101,103,104
DJFMP,West,Pelagic Trawl,Inland_Silverside,FALSE,2,Other Pelagic,3,82,3,80,80,80,80,80,82,84,85,85
DJFMP,West,Pelagic Trawl,Inland_Silverside,FALSE,6,Other Pelagic,2,76,49,42,43,45,59,76,94,108,110,111
DJFMP,West,Pelagic Trawl,Inland_Silverside,FALSE,9,Other Pelagic,5,59,13,49,49,50,52,55,58,76,80,81
DJFMP,West,Pelagic Trawl,Inland_Silverside,FALSE,10,Other Pelagic,2,74,6,69,69,69,71,74,76,78,78,78
DJFMP,West,Pelagic Trawl,Inland_Silverside,FALSE,11,Other Pelagic,4,88,5,82,82,83,86,88,91,93,94,94
DJFMP,West,Pelagic Trawl,Inland_Silverside,FALSE,12,Other Pelagic,16,88,16,44,48,64,83,90,98,106,109,110
DJFMP,West,Pelagic Trawl,Longfin_Smelt,FALSE,1,Other Pelagic,7709,105,18,25,61,68,95,110,119,128,133,190
DJFMP,West,Pelagic Trawl,Longfin_Smelt,FALSE,2,Other Pelagic,1264,95,18,33,61,66,79,98,110,122,128,134
DJFMP,West,Pelagic Trawl,Longfin_Smelt,FALSE,3,Other Pelagic,627,102,18,26,65,72,86,106,117,126,131,137
DJFMP,West,Pelagic Trawl,Longfin_Smelt,FALSE,4,Other Pelagic,349,65,32,25,25,25,33,74,89,120,127,136
DJFMP,West,Pelagic Trawl,Longfin_Smelt,FALSE,5,Other Pelagic,966,53,29,20,25,26,31,39,84,102,121,188
DJFMP,West,Pelagic Trawl,Longfin_Smelt,FALSE,6,Other Pelagic,121,50,24,26,26,29,31,40,57,96,101,103
DJFMP,West,Pelagic Trawl,Longfin_Smelt,FALSE,7,Other Pelagic,16,68,20,36,36,38,56,63,82,99,100,100
DJFMP,West,Pelagic Trawl,Longfin_Smelt,FALSE,8,Other Pelagic,19,69,21,33,35,44,55,63,85,100,104,105
DJFMP,West,Pelagic Trawl,Longfin_Smelt,FALSE,9,Other Pelagic,36,70,14,37,43,55,61,68,74,97,102,103
DJFMP,West,Pelagic Trawl,Longfin_Smelt,FALSE,10,Other Pelagic,151,70,12,33,48,54,64,70,75,88,105,124
DJFMP,West,Pelagic Trawl,Longfin_Smelt,FALSE,11,Other Pelagic,166,81,17,39,58,60,68,76,91,114,123,127
DJFMP,West,Pelagic Trawl,Longfin_Smelt,FALSE,12,Other Pelagic,7624,107,17,25,60,70,102,112,119,126,131,168
DJFMP,West,Pelagic Trawl,Northern_Anchovy,FALSE,1,Other Pelagic,8,77,23,33,35,41,70,82,96,97,97,97
DJFMP,West,Pelagic Trawl,Northern_Anchovy,FALSE,4,Other Pelagic,6,64,18,48,48,48,50,57,80,87,87,87
DJFMP,West,Pelagic Trawl,Northern_Anchovy,FALSE,5,Other Pelagic,138,59,11,27,33,46,53,57,64,81,87,101
DJFMP,West,Pelagic Trawl,Northern_Anchovy,FALSE,6,Other Pelagic,308,73,13,37,48,53,64,72,83,94,102,111
DJFMP,West,Pelagic Trawl,Northern_Anchovy,FALSE,7,Other Pelagic,307,75,10,28,48,58,71,76,82,90,97,110
DJFMP,West,Pelagic Trawl,Northern_Anchovy,FALSE,8,Other Pelagic,526,74,10,32,54,58,66,74,80,90,100,113
DJFMP,West,Pelagic Trawl,Northern_Anchovy,FALSE,9,Other Pelagic,910,78,11,33,39,60,73,78,85,94,98,104
DJFMP,West,Pelagic Trawl,Northern_Anchovy,FALSE,10,Other Pelagic,1504,79,10,25,40,61,75,81,85,92,96,124
DJFMP,West,Pelagic Trawl,Northern_Anchovy,FALSE,11,Other Pelagic,1468,80,12,29,37,48,78,83,86,91,98,114
DJFMP,West,Pelagic Trawl,Northern_Anchovy,FALSE,12,Other Pelagic,110,81,18,32,33,36,82,86,90,100,109,109
DJFMP,West,Pelagic Trawl,Pacific_Herring,FALSE,1,Other Pelagic,75,151,42,68,69,72,150,165,177,199,203,206
DJFMP,West,Pelagic Trawl,Pacific_Herring,FALSE,2,Other Pelagic,21,120,56,49,50,53,84,93,172,203,206,207
DJFMP,West,Pelagic Trawl,Pacific_Herring,FALSE,3,Other Pelagic,157,54,15,27,28,34,48,53,59,70,100,176
DJFMP,West,Pelagic Trawl,Pacific_Herring,FALSE,4,Other Pelagic,903,47,10,25,27,32,40,46,52,63,73,113
DJFMP,West,Pelagic Trawl,Pacific_Herring,FALSE,5,Other Pelagic,1285,46,10,25,28,32,40,45,52,63,73,147
DJFMP,West,Pelagic Trawl,Pacific_Herring,FALSE,6,Other Pelagic,774,49,10,25,32,35,42,47,55,68,74,84
DJFMP,West,Pelagic Trawl,Pacific_Herring,FALSE,7,Other Pelagic,103,64,8,42,50,53,58,63,69,79,82,86
DJFMP,West,Pelagic Trawl,Pacific_Herring,FALSE,8,Other Pelagic,226,65,6,51,53,57,62,65,68,76,85,105
DJFMP,West,Pelagic Trawl,Pacific_Herring,FALSE,9,Other Pelagic,923,68,5,53,58,60,64,67,71,77,82,91
DJFMP,West,Pelagic Trawl,Pacific_Herring,FALSE,10,Other Pelagic,2909,71,6,46,60,63,67,70,74,80,85,193
DJFMP,West,Pelagic Trawl,Pacific_Herring,FALSE,11,Other Pelagic,830,78,19,36,60,64,71,75,80,90,190,206
DJFMP,West,Pelagic Trawl,Pacific_Herring,FALSE,12,Other Pelagic,304,105,50,52,63,68,73,78,160,206,212,215
DJFMP,West,Pelagic Trawl,Shimofuri_Goby,FALSE,1,Other Pelagic,84,74,20,30,41,48,63,71,83,98,163,167
DJFMP,West,Pelagic Trawl,Shimofuri_Goby,FALSE,2,Other Pelagic,73,76,12,46,48,53,69,76,85,92,94,95
DJFMP,West,Pelagic Trawl,Shimofuri_Goby,FALSE,3,Other Pelagic,38,73,14,46,48,55,61,74,86,93,95,95
DJFMP,West,Pelagic Trawl,Shimofuri_Goby,FALSE,4,Other Pelagic,92,77,13,53,53,59,68,76,88,98,100,102
DJFMP,West,Pelagic Trawl,Shimofuri_Goby,FALSE,5,Other Pelagic,208,80,12,54,56,61,72,80,90,99,106,110
DJFMP,West,Pelagic Trawl,Shimofuri_Goby,FALSE,6,Other Pelagic,47,80,10,56,56,60,75,81,84,95,100,100
DJFMP,West,Pelagic Trawl,Shimofuri_Goby,FALSE,7,Other Pelagic,6,76,9,62,63,65,74,76,83,86,86,86
DJFMP,West,Pelagic Trawl,Shimofuri_Goby,FALSE,8,Other Pelagic,4,64,6,58,58,58,60,64,68,70,71,71
DJFMP,West,Pelagic Trawl,Shimofuri_Goby,FALSE,9,Other Pelagic,7,63,12,40,41,44,59,67,69,73,75,75
DJFMP,West,Pelagic Trawl,Shimofuri_Goby,FALSE,10,Other Pelagic,13,67,13,48,48,50,60,67,77,86,94,96
DJFMP,West,Pelagic Trawl,Shimofuri_Goby,FALSE,11,Other Pelagic,2,70,6,66,66,66,68,70,72,74,74,74
DJFMP,West,Pelagic Trawl,Shimofuri_Goby,FALSE,12,Other Pelagic,45,72,14,47,47,53,58,72,82,97,102,103
DJFMP,West,Pelagic Trawl,Shokihaze_Goby,FALSE,1,Other Pelagic,62,68,12,44,44,46,61,69,76,85,96,107
DJFMP,West,Pelagic Trawl,Shokihaze_Goby,FALSE,2,Other Pelagic,16,67,12,50,51,54,60,65,69,86,97,100
DJFMP,West,Pelagic Trawl,Shokihaze_Goby,FALSE,3,Other Pelagic,4,75,18,58,58,59,63,72,83,95,97,98
DJFMP,West,Pelagic Trawl,Shokihaze_Goby,FALSE,4,Other Pelagic,2,82,16,70,70,71,76,82,87,92,93,93
DJFMP,West,Pelagic Trawl,Shokihaze_Goby,FALSE,5,Other Pelagic,27,83,9,59,62,71,78,83,88,94,96,96
DJFMP,West,Pelagic Trawl,Shokihaze_Goby,FALSE,6,Other Pelagic,5,84,20,60,61,63,74,82,92,108,111,112
DJFMP,West,Pelagic Trawl,Shokihaze_Goby,FALSE,10,Other Pelagic,3,60,9,51,51,52,56,61,64,67,68,68
DJFMP,West,Pelagic Trawl,Shokihaze_Goby,FALSE,12,Other Pelagic,43,69,21,44,45,46,58,65,76,91,143,178
DJFMP,West,Pelagic Trawl,Splittail,FALSE,1,Other Pelagic,942,180,56,72,98,112,130,183,218,284,315,355
DJFMP,West,Pelagic Trawl,Splittail,FALSE,2,Other Pelagic,432,159,48,78,97,104,123,140,200,245,292,313
DJFMP,West,Pelagic Trawl,Splittail,FALSE,3,Other Pelagic,257,153,55,66,94,103,120,134,155,290,337,398
DJFMP,West,Pelagic Trawl,Splittail,FALSE,4,Other Pelagic,521,203,61,91,104,121,145,205,251,305,364,394
DJFMP,West,Pelagic Trawl,Splittail,FALSE,5,Other Pelagic,627,196,72,29,36,49,145,200,246,310,353,384
DJFMP,West,Pelagic Trawl,Splittail,FALSE,6,Other Pelagic,400,139,79,33,39,50,65,150,189,275,350,368
DJFMP,West,Pelagic Trawl,Splittail,FALSE,7,Other Pelagic,405,109,62,35,52,59,70,80,146,244,283,357
DJFMP,West,Pelagic Trawl,Splittail,FALSE,8,Other Pelagic,307,114,52,60,64,70,85,95,111,213,292,373
DJFMP,West,Pelagic Trawl,Splittail,FALSE,9,Other Pelagic,171,129,50,72,76,86,99,108,128,234,275,315
DJFMP,West,Pelagic Trawl,Splittail,FALSE,10,Other Pelagic,84,145,53,28,71,96,109,120,190,236,271,332
DJFMP,West,Pelagic Trawl,Splittail,FALSE,11,Other Pelagic,42,132,32,85,92,103,116,126,137,191,250,251
DJFMP,West,Pelagic Trawl,Splittail,FALSE,12,Other Pelagic,494,179,56,85,94,102,128,186,217,272,319,377
DJFMP,West,Pelagic Trawl,Starry_Flounder,FALSE,1,Other Pelagic,13,255,70,103,109,131,250,277,300,323,338,342
DJFMP,West,Pelagic Trawl,Starry_Flounder,FALSE,2,Other Pelagic,6,211,50,149,150,155,174,208,251,268,270,271
DJFMP,West,Pelagic Trawl,Starry_Flounder,FALSE,3,Other Pelagic,10,236,54,145,148,159,190,244,278,300,303,304
DJFMP,West,Pelagic Trawl,Starry_Flounder,FALSE,4,Other Pelagic,35,187,67,27,28,32,170,197,220,274,281,281
DJFMP,West,Pelagic Trawl,Starry_Flounder,FALSE,5,Other Pelagic,154,103,72,27,31,36,43,60,181,219,248,264
DJFMP,West,Pelagic Trawl,Starry_Flounder,FALSE,6,Other Pelagic,57,111,77,35,35,41,49,62,195,232,239,245
DJFMP,West,Pelagic Trawl,Starry_Flounder,FALSE,7,Other Pelagic,13,121,86,56,56,56,63,74,230,254,268,272
DJFMP,West,Pelagic Trawl,Starry_Flounder,FALSE,8,Other Pelagic,18,199,77,67,68,71,130,227,248,267,309,320
DJFMP,West,Pelagic Trawl,Starry_Flounder,FALSE,9,Other Pelagic,5,210,67,99,103,121,211,214,255,267,269,270
DJFMP,West,Pelagic Trawl,Starry_Flounder,FALSE,10,Other Pelagic,6,255,29,214,215,218,236,258,277,286,288,288
DJFMP,West,Pelagic Trawl,Starry_Flounder,FALSE,11,Other Pelagic,8,235,41,159,163,179,218,230,262,286,293,295
DJFMP,West,Pelagic Trawl,Starry_Flounder,FALSE,12,Other Pelagic,5,278,21,253,253,255,261,285,287,301,304,305
DJFMP,West,Pelagic Trawl,Steelhead,FALSE,1,Other Pelagic,202,226,33,110,144,187,212,226,240,261,334,500
DJFMP,West,Pelagic Trawl,Steelhead,FALSE,2,Other Pelagic,820,223,25,118,164,185,208,223,239,262,280,354
DJFMP,West,Pelagic Trawl,Steelhead,FALSE,3,Other Pelagic,550,231,37,110,143,188,210,230,246,279,376,490
DJFMP,West,Pelagic Trawl,Steelhead,FALSE,4,Other Pelagic,241,245,48,92,132,188,220,242,263,313,416,500
DJFMP,West,Pelagic Trawl,Steelhead,FALSE,5,Other Pelagic,183,240,50,132,169,189,208,230,260,310,449,500
DJFMP,West,Pelagic Trawl,Steelhead,FALSE,6,Other Pelagic,17,237,39,193,194,199,208,227,250,307,329,334
DJFMP,West,Pelagic Trawl,Steelhead,FALSE,9,Other Pelagic,3,347,65,280,281,287,315,350,380,404,409,410
DJFMP,West,Pelagic Trawl,Steelhead,FALSE,12,Other Pelagic,16,266,97,209,209,210,212,222,256,500,500,500
DJFMP,West,Pelagic Trawl,Striped_Bass,FALSE,1,Other Pelagic,2266,179,100,35,70,82,105,135,239,382,482,697
DJFMP,West,Pelagic Trawl,Striped_Bass,FALSE,2,Other Pelagic,1603,146,81,31,72,83,101,119,147,322,474,934
DJFMP,West,Pelagic Trawl,Striped_Bass,FALSE,3,Other Pelagic,1476,152,87,35,75,84,105,123,151,358,500,650
DJFMP,West,Pelagic Trawl,Striped_Bass,FALSE,4,Other Pelagic,1236,172,110,27,68,84,108,125,185,419,564,745
DJFMP,West,Pelagic Trawl,Striped_Bass,FALSE,5,Other Pelagic,1751,209,124,63,78,93,116,151,286,448,576,1120
DJFMP,West,Pelagic Trawl,Striped_Bass,FALSE,6,Other Pelagic,952,200,119,25,33,44,120,158,286,430,500,720
DJFMP,West,Pelagic Trawl,Striped_Bass,FALSE,7,Other Pelagic,1666,106,92,25,34,44,58,68,116,324,461,878
DJFMP,West,Pelagic Trawl,Striped_Bass,FALSE,8,Other Pelagic,4014,97,59,31,52,59,70,79,93,216,378,844
DJFMP,West,Pelagic Trawl,Striped_Bass,FALSE,9,Other Pelagic,5077,99,44,42,58,66,80,91,101,180,300,910
DJFMP,West,Pelagic Trawl,Striped_Bass,FALSE,10,Other Pelagic,3886,107,47,45,63,73,87,97,110,185,338,1110
DJFMP,West,Pelagic Trawl,Striped_Bass,FALSE,11,Other Pelagic,2375,116,43,33,72,82,94,107,122,179,324,524
DJFMP,West,Pelagic Trawl,Striped_Bass,FALSE,12,Other Pelagic,3212,140,76,29,72,82,98,115,142,312,458,660
DJFMP,West,Pelagic Trawl,Threadfin_Shad,FALSE,1,Other Pelagic,3347,90,18,37,50,60,77,90,101,119,136,188
DJFMP,West,Pelagic Trawl,Threadfin_Shad,FALSE,2,Other Pelagic,628,92,15,49,55,66,82,92,102,114,132,152
DJFMP,West,Pelagic Trawl,Threadfin_Shad,FALSE,3,Other Pelagic,230,94,15,58,61,70,85,93,103,122,133,153
DJFMP,West,Pelagic Trawl,Threadfin_Shad,FALSE,4,Other Pelagic,191,91,13,60,64,72,82,89,100,112,128,145
DJFMP,West,Pelagic Trawl,Threadfin_Shad,FALSE,5,Other Pelagic,128,75,19,31,33,38,66,76,84,100,130,151
DJFMP,West,Pelagic Trawl,Threadfin_Shad,FALSE,6,Other Pelagic,50,69,28,31,33,36,40,74,89,111,123,134
DJFMP,West,Pelagic Trawl,Threadfin_Shad,FALSE,7,Other Pelagic,235,70,13,44,49,51,61,69,78,86,102,161
DJFMP,West,Pelagic Trawl,Threadfin_Shad,FALSE,8,Other Pelagic,1764,68,17,32,45,48,54,63,81,99,115,165
DJFMP,West,Pelagic Trawl,Threadfin_Shad,FALSE,9,Other Pelagic,4545,72,19,34,45,48,54,70,88,104,114,141
DJFMP,West,Pelagic Trawl,Threadfin_Shad,FALSE,10,Other Pelagic,8628,78,19,36,48,52,62,77,93,109,118,159
DJFMP,West,Pelagic Trawl,Threadfin_Shad,FALSE,11,Other Pelagic,8969,85,17,32,53,58,72,85,96,110,128,160
DJFMP,West,Pelagic Trawl,Threadfin_Shad,FALSE,12,Other Pelagic,13934,89,16,34,55,64,78,89,99,115,130,221
DJFMP,West,Pelagic Trawl,Topsmelt,FALSE,1,Other Pelagic,126,100,15,78,80,83,90,98,107,121,151,170
DJFMP,West,Pelagic Trawl,Topsmelt,FALSE,2,Other Pelagic,24,100,12,79,80,84,94,99,106,118,126,128
DJFMP,West,Pelagic Trawl,Topsmelt,FALSE,10,Other Pelagic,7,116,45,78,79,81,94,101,117,187,206,211
DJFMP,West,Pelagic Trawl,Topsmelt,FALSE,11,Other Pelagic,277,97,18,72,75,81,89,95,103,113,131,274
DJFMP,West,Pelagic Trawl,Topsmelt,FALSE,12,Other Pelagic,1120,99,11,68,77,83,92,98,105,117,131,174
DJFMP,West,Pelagic Trawl,White_Catfish,FALSE,1,Other Pelagic,4,144,171,57,57,57,58,60,145,349,390,400
DJFMP,West,Pelagic Trawl,White_Catfish,FALSE,2,Other Pelagic,2,170,36,144,145,147,157,170,182,192,194,195
DJFMP,West,Pelagic Trawl,White_Catfish,FALSE,3,Other Pelagic,7,148,67,59,59,60,103,157,194,224,228,229
DJFMP,West,Pelagic Trawl,White_Catfish,FALSE,4,Other Pelagic,3,85,54,50,50,51,54,58,102,138,145,147
DJFMP,West,Pelagic Trawl,White_Catfish,FALSE,5,Other Pelagic,18,236,59,110,121,165,201,228,262,324,372,384
DJFMP,West,Pelagic Trawl,White_Catfish,FALSE,6,Other Pelagic,11,225,62,95,100,118,200,251,262,288,290,290
DJFMP,West,Pelagic Trawl,White_Catfish,FALSE,7,Other Pelagic,3,208,88,142,143,145,158,175,242,295,305,308
DJFMP,West,Pelagic Trawl,White_Catfish,FALSE,11,Other Pelagic,2,222,43,192,193,195,207,222,238,250,252,253
DJFMP,North,Beach Seine,American_Shad,FALSE,3,Beach Seine,3,91,3,88,88,88,90,92,92,93,93,93
DJFMP,North,Beach Seine,American_Shad,FALSE,4,Beach Seine,4,91,14,73,74,76,87,92,96,104,106,106
DJFMP,North,Beach Seine,American_Shad,FALSE,5,Beach Seine,20,32,21,25,25,25,25,26,28,37,103,119
DJFMP,North,Beach Seine,American_Shad,FALSE,6,Beach Seine,472,29,8,25,25,25,26,27,30,35,42,149
DJFMP,North,Beach Seine,American_Shad,FALSE,7,Beach Seine,1888,32,6,25,25,25,28,31,35,42,48,93
DJFMP,North,Beach Seine,American_Shad,FALSE,8,Beach Seine,1391,40,10,23,25,26,33,39,46,57,69,92
DJFMP,North,Beach Seine,American_Shad,FALSE,9,Beach Seine,544,62,14,25,26,30,55,63,70,84,95,99
DJFMP,North,Beach Seine,American_Shad,FALSE,10,Beach Seine,539,68,12,32,35,46,62,68,76,85,97,102
DJFMP,North,Beach Seine,American_Shad,FALSE,11,Beach Seine,85,72,13,38,41,45,67,72,81,90,95,96
DJFMP,North,Beach Seine,American_Shad,FALSE,12,Beach Seine,24,72,14,49,50,53,61,66,87,92,94,94
DJFMP,North,Beach Seine,Chinook_Salmon,FALSE,1,Beach Seine,37004,40,10,23,31,33,36,38,40,48,91,197
DJFMP,North,Beach Seine,Chinook_Salmon,FALSE,2,Beach Seine,57952,41,10,25,31,33,36,38,43,57,90,189
DJFMP,North,Beach Seine,Chinook_Salmon,FALSE,3,Beach Seine,27185,46,11,27,32,34,38,43,50,70,82,182
DJFMP,North,Beach Seine,Chinook_Salmon,FALSE,4,Beach Seine,9877,54,15,26,33,36,42,50,66,82,90,103
DJFMP,North,Beach Seine,Chinook_Salmon,FALSE,5,Beach Seine,2691,65,13,31,36,41,57,67,75,85,91,117
DJFMP,North,Beach Seine,Chinook_Salmon,FALSE,6,Beach Seine,361,79,11,38,48,58,73,80,87,95,100,106
DJFMP,North,Beach Seine,Chinook_Salmon,FALSE,7,Beach Seine,16,70,12,54,54,54,62,69,76,90,91,91
DJFMP,North,Beach Seine,Chinook_Salmon,FALSE,8,Beach Seine,3,68,3,65,65,65,67,69,70,70,70,70
DJFMP,North,Beach Seine,Chinook_Salmon,FALSE,9,Beach Seine,7,38,1,36,36,36,38,38,40,40,40,40
DJFMP,North,Beach Seine,Chinook_Salmon,FALSE,10,Beach Seine,57,50,13,31,33,35,40,49,57,73,85,89
DJFMP,North,Beach Seine,Chinook_Salmon,FALSE,11,Beach Seine,368,62,28,30,32,37,52,60,67,89,125,500
DJFMP,North,Beach Seine,Chinook_Salmon,FALSE,12,Beach Seine,11316,45,19,21,31,32,35,37,41,83,120,205
DJFMP,North,Beach Seine,Delta_Smelt,FALSE,1,Beach Seine,84,65,4,57,58,60,63,65,67,70,74,77
DJFMP,North,Beach Seine,Delta_Smelt,FALSE,2,Beach Seine,57,69,5,58,59,62,65,69,72,77,80,81
DJFMP,North,Beach Seine,Delta_Smelt,FALSE,3,Beach Seine,192,69,4,54,59,63,66,69,71,75,81,82
DJFMP,North,Beach Seine,Delta_Smelt,FALSE,4,Beach Seine,107,70,6,26,55,63,67,70,72,78,81,85
DJFMP,North,Beach Seine,Delta_Smelt,FALSE,5,Beach Seine,127,51,23,25,25,26,30,35,74,80,87,88
DJFMP,North,Beach Seine,Delta_Smelt,FALSE,6,Beach Seine,78,44,18,26,26,27,32,38,44,80,87,87
DJFMP,North,Beach Seine,Delta_Smelt,FALSE,7,Beach Seine,11,49,17,25,26,28,37,43,58,76,82,83
DJFMP,North,Beach Seine,Delta_Smelt,FALSE,8,Beach Seine,31,54,12,32,33,37,46,55,61,72,84,87
DJFMP,North,Beach Seine,Delta_Smelt,FALSE,9,Beach Seine,15,54,6,42,43,46,52,54,58,62,64,65
DJFMP,North,Beach Seine,Delta_Smelt,FALSE,10,Beach Seine,25,58,11,43,43,44,52,58,60,67,92,100
DJFMP,North,Beach Seine,Delta_Smelt,FALSE,11,Beach Seine,50,67,8,50,50,53,62,68,73,77,84,88
DJFMP,North,Beach Seine,Delta_Smelt,FALSE,12,Beach Seine,63,62,5,51,53,54,58,62,65,71,73,73
DJFMP,North,Beach Seine,Inland_Silverside,FALSE,1,Beach Seine,39967,60,12,25,33,40,52,60,68,81,89,103
DJFMP,North,Beach Seine,Inland_Silverside,FALSE,2,Beach Seine,28328,61,13,25,32,39,51,61,71,83,91,103
DJFMP,North,Beach Seine,Inland_Silverside,FALSE,3,Beach Seine,15107,60,12,25,33,40,51,60,69,80,87,135
