Site_Id,Date,Time,Water_Year,Latitude,Longitude,Region,Habitat,Tide,Temperature,Dissolved_Oxygen,Specific_Conductivity,Salinity,pH,Turbidity,Chlorophyll,Secchi,Fish_Net,Flowmeter_Change,K_Value,Flowmeter_Distance,Net_Mouth_Area,FishTowVolume,Adj_FishTowVolume,Start_Depth,End_Depth,American_Shad,Black_Bullhead,Black_Crappie,Bluegill_Sunfish,Brown_Bullhead,Chinook_Salmon,Common_Carp,Delta_Smelt,Goby_UNID,Golden_Shiner,Goldfish,Inland_Silverside,Jacksmelt,Largemouth_Bass,Longfin_Smelt,Minnow_UNID,Northern_Anchovy,Osmerid_UNID,Pacific_Herring,Pacific_Staghorn_Sculpin,Prickly_Sculpin,Rainwater_Killifish,Redear_Sunfish,Sacramento_Hitch,Sacramento_Pikeminnow,Sacramento_Splittail,Sacramento_Sucker,Shimofuri_Goby,Shokihaze_Goby,Starry_Flounder,Steelhead,Striped_Bass,Threadfin_Shad,Threespine_Stickleback,Tule_Perch,Wakasagi,Warmouth,Yellowfin_Goby
TPS0184.2018,2018-10-05,8:33,2018,38.114867,-121.99557,SuisunWest,Shoal,Late Flood,17.37,9.16,2139,1.1,8.33,,15.65,11,Tenera,17137,0.026873,460.522601,4.459,2053.470278,2053.470278,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0183.2018,2018-09-05,14:14,2018,38.049218,-121.839375,SuisunEast,Shoal,Late Ebb,18.59,9.16,292.6,0.14,8.21,6.21,1.86,92,Tenera,12767,0.026873,343.087591,4.459,1529.827568,1529.827568,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0182.2018,2018-09-05,12:49,2018,38.079051,-121.949246,SuisunEast,Distributary,Early Ebb,19,9.65,2402,1.24,8.3,21.92,7.3,24,Tenera,,0.026873,,4.459,,2067.79522,10,7,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
TPS0181.2018,2018-09-05,12:23,2018,38.079278,-121.947834,SuisunEast,Distributary,Early Ebb,18.39,9.33,1957,1,8.27,25.98,8.53,44,Tenera,16149,0.026873,433.972077,4.459,1935.081491,1935.081491,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0180.2018,2018-09-05,10:42,2018,38.041162,-121.87369,SuisunEast,Distributary,High Slack,18.37,9.3,542,0.26,8.4,8.3,2.42,66,Tenera,14971,0.026873,402.315683,4.459,1793.92563,1793.92563,3,4,,,,1,,1,,,,11,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,
TPS0179.2018,2018-09-05,10:01,2018,38.070171,-121.912928,SuisunEast,Distributary,Late Flood,18.44,8.97,1002,0.5,8.42,53.1,5.66,17,Tenera,18898,0.026873,507.845954,4.459,2264.485109,2264.485109,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
TPS0178.2018,2018-09-05,9:02,2018,38.075363,-121.932838,SuisunEast,Shoal,Late Flood,17.63,9.17,2887,1.5,8.24,39.07,11.29,27,Tenera,20293,0.026873,545.333789,4.459,2431.643365,2431.643365,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0067.2018,2018-02-05,19:32,2018,38.048909,-121.959353,SuisunEast,Shoal,Late Flood,18.33,9.3,434.1,0.21,8.24,19.54,3.41,31,Mamou,1190,0.026873,31.97887,6.057,193.6960156,193.6960156,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
TPS1772.2018,2018-02-05,18:45,2018,38.078635,-122.007034,SuisunWest,Distributary,High Slack,18.66,8.8,1601,0.81,8.08,27.33,4.52,31,Mamou,999997,0.026873,26872.91938,6.057,,2861.314941,5,10,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
TPS1771.2018,2018-02-05,17:57,2018,38.079275,-122.006735,SuisunWest,Distributary,High Slack,18.66,8.8,1601,0.81,8.08,27.33,4.52,31,Tenera,20249,0.026873,544.151377,4.459,2426.37099,2426.37099,4,5,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
TPS0176.2018,2018-02-05,16:33,2018,38.089295,-122.020344,SuisunWest,Distributary,Late Flood,18.43,9.43,1876,0.96,8.16,38.88,6.1,29,Tenera,23958,0.026873,643.823334,4.459,2870.808246,2870.808246,5,4,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,
TPS0175.2018,2018-02-05,15:28,2018,38.137076,-122.007896,SuisunWest,Shoal,Late Flood,19.1,9.48,1219,0.61,8.29,,8.24,9,Tenera,22842,0.026873,613.833066,4.459,2737.081641,2737.081641,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
TPS0174.2018,2018-02-05,14:37,2018,38.110764,-122.062758,SuisunWest,Shoal,Late Flood,17.67,9.16,1850,0.94,8.08,95.51,7.36,14,Tenera,17738,0.026873,476.673274,4.459,2125.486129,2125.486129,8,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
TPS0173.2018,2018-02-05,13:45,2018,38.094999,-122.032726,SuisunWest,Shoal,Early Flood,17.46,9.3,1517,0.76,8.14,37.02,4.91,21,Tenera,19226,0.026873,516.660298,4.459,2303.788269,2303.788269,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0172.2018,2018-01-05,19:45,2018,38.040399,-121.873725,SuisunEast,Distributary,Early Ebb,17.52,8.65,214.7,0.1,7.96,33.15,3.3,72,Tenera,14170,0.026873,380.79041,4.459,1697.944438,1697.944438,5,5,2,,,,,3,,,,3,,,,1,,,,,,4,,,,,8,,1,3,,,,,1,7,10,,,
TPS0171.2018,2018-01-05,18:34,2018,38.056077,-121.925844,SuisunEast,Distributary,High Slack,17.89,9.26,307.2,0.15,8.28,44.81,5.25,22,Tenera,6075,0.026873,163.253475,4.459,727.947245,727.947245,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
TPS0170.2018,2018-01-05,16:38,2018,38.049089,-121.958891,SuisunEast,Shoal,Late Flood,17.79,9.21,391,0.18,8.24,24.32,3.48,22,Tenera,28700,0.026873,771.2551,4.459,3439.026491,3439.026491,8,6,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,4,3,2,,,
TPS0169.2018,2018-01-05,15:55,2018,38.062766,-121.953223,SuisunEast,Shoal,Late Flood,17.23,9.21,245,0.12,8.18,21.89,3.02,36,Tenera,16796,0.026873,451.358908,4.459,2012.609371,2012.609371,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0168.2018,2018-01-05,14:55,2018,38.079344,-121.94151,SuisunEast,Distributary,Late Flood,17.56,9.32,411.6,0.2,8.02,57.18,3.73,19,Tenera,,0.026873,,4.459,,2688.133786,7,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
TPS0167.2018,2018-01-05,14:10,2018,38.06931,-121.920698,SuisunEast,Shoal,Late Flood,17.47,9.41,487,0.24,8.14,54.04,7.08,19,Tenera,19821,0.026873,532.649733,4.459,2375.085159,2375.085159,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0166.2018,2018-01-05,13:12,2018,38.04323,-121.880027,SuisunEast,Shoal,Early Flood,17.17,9.11,202.2,0.1,8.48,11.9,2.17,47,Tenera,8707,0.026873,233.983211,4.459,1043.331138,1043.331138,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0165.2018,2019-07-04,19:54,2018,38.076819,-121.999006,SuisunWest,Shoal,Late Flood,15.56,9.54,189,0.09,8.2,20.65,2.76,29,Tenera,21801,0.026873,585.858273,4.459,2612.342039,2612.342039,6,6,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
TPS0164.2018,2019-07-04,18:21,2018,38.07953,-122.006774,SuisunWest,Distributary,Late Flood,16.49,8.98,366,0.17,7.96,24.13,2.8,34,Tenera,20313,0.026873,545.871249,4.459,2434.039899,2434.039899,4,7,6,,,,,,,,,,,1,,,,,,,,17,1,,,,,7,1,1,,,,3,40,6,,,,
TPS0163.2018,2019-07-04,17:15,2018,38.08925,-122.020367,SuisunWest,Distributary,Late Flood,16.51,9.53,282,0.14,8.14,47.43,3.06,23,Tenera,20288,0.026873,545.199424,4.459,2431.044232,2431.044232,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,9,,,,,,1
TPS0162.2018,2019-07-04,16:12,2018,38.116935,-121.99238,SuisunWest,Shoal,Early Flood,16.54,9.92,184,0.09,7.91,72.32,4.34,14,Tenera,29226,0.026873,785.390298,4.459,3502.055339,3502.055339,6,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
TPS0161.2018,2019-07-04,15:23,2018,38.128081,-122.00125,SuisunWest,Shoal,Early Flood,16.03,9.99,279,0.13,7.94,,6.01,9,Tenera,20391,0.026873,547.967343,4.459,2443.386382,2443.386382,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0160.2018,2019-07-04,14:39,2018,38.118551,-122.050486,SuisunWest,Shoal,Early Flood,15.1,9.59,191,0.09,7.98,43.75,2.44,35,Tenera,23790,0.026873,639.30867,4.459,2850.67736,2850.67736,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0159.2018,2019-07-04,13:46,2018,38.093539,-122.028624,SuisunWest,Shoal,Low Slack,14.9,9.38,161,0.08,7.74,36.92,2.55,25,Tenera,20677,0.026873,555.653021,4.459,2477.656821,2477.656821,6,7,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0047.2018,2019-04-04,17:21,2018,38.059172,-121.858334,SuisunEast,Shoal,High Slack,15.05,9.25,143.1,0.07,7.75,16.18,1.99,48,Tenera,21720,0.026873,583.68156,4.459,2602.636076,2602.636076,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0157.2018,2019-04-04,16:17,2018,38.040887,-121.873699,SuisunEast,Distributary,Late Flood,15.27,9.23,150.5,0.07,7.98,10.15,2.25,62,Tenera,13071,0.026873,351.256983,4.459,1566.254887,1566.254887,7,5,1,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,3,,,,
TPS0156.2018,2019-04-04,15:21,2018,38.069293,-121.912945,SuisunEast,Distributary,Late Flood,14.59,9.66,200.1,0.1,7.78,28.93,3.31,35,Tenera,17458,0.026873,469.148834,4.459,2091.934651,2091.934651,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
TPS0155.2018,2019-04-04,14:23,2018,38.079457,-121.941224,SuisunEast,Distributary,Late Flood,14.46,9.4,168.9,0.08,7.97,23.77,2.28,34,Tenera,19489,0.026873,523.727897,4.459,2335.302693,2335.302693,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0154.2018,2019-04-04,13:45,2018,38.079165,-121.942273,SuisunEast,Distributary,Late Flood,14.35,9.38,179,0.09,7.91,23.2,3.14,34,Tenera,16323,0.026873,438.647979,4.459,1955.931338,1955.931338,10,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0153.2018,2019-04-04,12:50,2018,38.075076,-121.958196,SuisunEast,Shoal,Early Flood,14.74,9.33,153.9,0.07,7.55,1.91,2.57,42,Tenera,19002,0.026873,510.640746,4.459,2276.947086,2276.947086,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0152.2018,2019-04-04,12:02,2018,38.057855,-121.925643,SuisunEast,Shoal,Early Flood,14.59,9.55,164.5,0.08,8.62,24.47,4.08,33,Tenera,17906,0.026873,481.187938,4.459,2145.617016,2145.617016,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0151.2018,2020-05-03,15:59,2018,38.116298,-122.062726,SuisunWest,Shoal,Late Ebb,15.29,9.15,827,0.41,8.1,113,4.37,13,Tenera,19551,0.026873,525.394023,4.459,2342.731949,2342.731949,5,3,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,17,,,,,,2
TPS0150.2018,2020-05-03,15:24,2018,38.075207,-122.040531,SuisunWest,Shoal,Early Ebb,14.56,9.53,573,0.28,8.22,46.76,4.27,23,Tenera,17980,0.026873,483.17654,4.459,2154.484192,2154.484192,7,9,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,24,,,,,,
TPS0149.2018,2020-05-03,14:39,2018,38.068247,-122.007079,SuisunWest,Shoal,High Slack,14.22,9.62,284.9,0.14,8.23,41.18,4.41,22,Tenera,21027,0.026873,565.058571,4.459,2519.596168,2519.596168,7,6,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,3,,,,,,
TPS0148.2018,2020-05-03,13:58,2018,38.080111,-122.006956,SuisunWest,Distributary,High Slack,14.41,9.18,310.3,0.15,8.36,30.52,3.14,29,Tenera,21152,0.026873,568.417696,4.459,2534.574506,2534.574506,6,7,1,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,4,,,,,,
TPS0147.2018,2020-05-03,13:01,2018,38.083986,-122.007631,SuisunWest,Distributary,Late Flood,14.77,9.33,373.3,0.18,8.12,48.25,3.52,20,Tenera,11719,0.026873,314.924687,4.459,1404.249179,1404.249179,5,4,2,,,,,,,,,,,,,,,,,,,13,1,,,,,1,,5,,,,15,9,6,,,,
TPS0146.2018,2020-05-03,12:10,2018,38.089267,-122.020266,SuisunWest,Distributary,Late Flood,14.47,9.47,373.3,0.18,8.14,42.93,2.46,14,Tenera,21298,0.026873,572.341154,4.459,2552.069206,2552.069206,4,4,1,,,,,,,,,,,1,,,,,,,,,,,,,,27,,,,1,,21,,,,,,
TPS0145.2018,2020-05-03,11:14,2018,38.116607,-121.988374,SuisunWest,Shoal,Late Flood,15.72,9.46,1216,0.62,8.21,50.46,5.98,15,Tenera,21086,0.026873,566.644078,4.459,2526.665944,2526.665944,4,4,5,,,,,,,,,,,,,,,,,,7,1,,,,,,2,,,,13,,5,1,,,,,1
TPS0144.2018,2020-05-03,10:33,2018,38.133361,-122.010102,SuisunWest,Shoal,Late Flood,15.89,9.85,1100,0.55,8.32,42,5.91,21,Tenera,14289,0.026873,383.988297,4.459,1712.203816,1712.203816,6,6,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,1,,,,,
TPS0143.2018,2020-04-03,16:47,2018,38.064048,-121.951051,SuisunEast,Shoal,Late Ebb,13.81,9.62,185.1,0.09,8.34,32.42,2.96,27,Tenera,29219,0.026873,785.202187,4.459,3501.216552,3501.216552,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0142.2018,2020-04-03,16:13,2018,38.069966,-121.932616,SuisunEast,Shoal,Early Ebb,13.6,9.61,164.5,0.08,8.45,20.9,2.65,36,Tenera,19500,0.026873,524.0235,4.459,2336.620787,2336.620787,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
TPS0141.2018,2020-04-03,15:31,2018,38.075649,-121.912784,SuisunEast,Shoal,Early Ebb,14.4,9.75,439,0.21,8.35,27.74,9.13,29,Tenera,16003,0.026873,430.048619,4.459,1917.586792,1917.586792,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
TPS0140.2018,2020-04-03,14:47,2018,38.057919,-121.839138,SuisunEast,Shoal,High Slack,13.27,9.6,162.7,0.08,8.55,16.18,2.76,49,Tenera,21301,0.026873,572.421773,4.459,2552.428686,2552.428686,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0139.2018,2020-04-03,14:05,2018,38.044353,-121.877392,SuisunEast,Shoal,High Slack,13.54,9.7,196.4,0.09,8.37,15.22,2.81,52,Tenera,24657,0.026873,662.607561,4.459,2954.567114,2954.567114,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0138.2018,2020-04-03,13:30,2018,38.041016,-121.873674,SuisunEast,Distributary,High Slack,13.96,9.74,172.9,0.08,8.51,13.22,2.46,52,Tenera,13660,0.026873,367.08518,4.459,1636.832818,1636.832818,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0137.2018,2020-04-03,12:35,2018,38.040035,-121.856069,SuisunEast,Terminal,High Slack,14.83,7.44,850,0.42,7.94,8.43,4.69,70,Tenera,10961,0.026873,294.554953,4.459,1313.420535,1313.420535,4,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
TPS0136.2018,2020-04-03,10:56,2018,38.057109,-121.922876,SuisunEast,Distributary,Late Flood,13.88,9.65,278.5,0.13,8.45,19.68,2.76,40,Tenera,6637,0.026873,178.356101,4.459,795.2898544,795.2898544,5,6,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,
TPS0135.2018,2019-10-03,23:59,2018,38.121612,-122.047447,SuisunWest,Shoal,Late Ebb,13.43,10.12,4083,2.18,8.19,37.51,9.22,,Tenera,29930,0.026873,804.30889,4.459,3586.413341,3586.413341,4,5,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,7,,,,,,
TPS0134.2018,2019-10-03,22:41,2018,38.0626,-121.953635,SuisunEast,Shoal,Early Ebb,13.28,9.57,1704,0.87,8.14,27.89,3.79,,Tenera,26500,0.026873,712.1345,4.459,3175.407736,3175.407736,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
TPS0133.2018,2019-10-03,21:54,2018,38.071736,-121.920124,SuisunEast,Shoal,Early Ebb,13.88,9.65,1461,0.74,8.26,19.16,5.54,,Tenera,19379,0.026873,520.771867,4.459,2322.121755,2322.121755,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0132.2018,2019-10-03,21:08,2018,38.058682,-121.858201,SuisunEast,Shoal,Early Ebb,13.06,9.42,513,0.25,8.48,8.7,3.1,,Tenera,17925,0.026873,481.698525,4.459,2147.893723,2147.893723,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
TPS0131.2018,2019-09-03,20:32,2018,38.04537,-121.876358,SuisunEast,Shoal,Early Ebb,13.11,9.47,842,0.42,8.36,11.8,3.25,,Tenera,22522,0.026873,605.233706,4.459,2698.737095,2698.737095,11,6,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
TPS0130.2018,2019-09-03,19:30,2018,38.041349,-121.873735,SuisunEast,Distributary,High Slack,13.19,9.33,377,0.18,8.65,10.15,2.9,,Tenera,15584,0.026873,418.788832,4.459,1867.379402,1867.379402,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,
TPS0129.2018,2019-09-03,18:38,2018,38.070003,-121.912953,SuisunEast,Distributary,Late Flood,13.64,9.69,1356,0.68,8.44,19.26,4.89,37,Tenera,16407,0.026873,440.905311,4.459,1965.996782,1965.996782,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0128.2018,2019-09-03,17:29,2018,38.061139,-121.950283,SuisunEast,Shoal,Late Flood,13.24,9.5,592,0.29,8.5,16.66,3.74,48,Tenera,18742,0.026873,503.653766,4.459,2245.792143,2245.792143,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
TPS0127.2018,2019-09-03,16:53,2018,38.061154,-121.930438,SuisunEast,Shoal,Late Flood,15.53,9.6,1312,0.66,8.47,30.64,4.44,37,Tenera,19724,0.026873,530.043052,4.459,2363.461969,2363.461969,8,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
TPS0126.2018,2019-08-03,18:02,2018,38.083869,-122.026788,SuisunWest,Shoal,High Slack,12.78,9.86,3840,2.03,8.27,22.27,3.79,34,Tenera,16309,0.026873,438.271757,4.459,1954.253764,1954.253764,7,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
TPS0125.2018,2019-08-03,17:19,2018,38.087647,-122.01383,SuisunWest,Distributary,High Slack,12.87,9.74,2409,1.25,8.36,26.91,5.39,29,Tenera,18206,0.026873,489.249838,4.459,2181.565028,2181.565028,4,6,,,,,,,,,,,,2,,,,,,,,,,,,,,3,,,,,,3,,,,,,1
TPS0124.2018,2019-08-03,16:39,2018,38.082646,-122.006677,SuisunWest,Distributary,Late Flood,12.87,9.58,1957,1,8.39,17.61,4.72,40,Tenera,14849,0.026873,399.037177,4.459,1779.306772,1779.306772,3,5,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,1,,,,,,
TPS0123.2018,2019-08-03,15:54,2018,38.076675,-122.008358,SuisunWest,Distributary,Late Flood,12.34,9.71,1612,0.82,8.5,22.57,4.91,30,Tenera,17568,0.026873,472.104864,4.459,2105.115589,2105.115589,8,6,,,,,,,,,,,,1,,,,,,,,1,,,,,,3,,,,,,1,4,,,,,
TPS0122.2018,2019-08-03,15:05,2018,38.070005,-122.0425,SuisunWest,Shoal,Late Flood,12.89,9.75,2528,1.31,8.42,23.7,4.69,33,Tenera,17410,0.026873,467.85893,4.459,2086.182969,2086.182969,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,
TPS0121.2018,2019-08-03,14:20,2018,38.101746,-122.010354,SuisunWest,Shoal,Early Flood,12.9,9.74,2399,1.25,8.41,26.4,6.13,37,Tenera,417225,0.026873,11212.08743,4.459,,2067.79522,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0120.2018,2019-08-03,13:19,2018,38.123708,-122.006361,SuisunWest,Shoal,Early Flood,13.18,11.64,5983,3.27,8.62,13.36,15.78,48,Tenera,17712,0.026873,475.974576,4.459,2122.370634,2122.370634,5,5,1,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,4,,,,,
TPS0119.2018,2019-08-03,12:31,2018,38.115825,-122.047995,SuisunWest,Shoal,Early Flood,12.81,10.32,4218,2.25,8.32,25.53,9.11,48,Tenera,18264,0.026873,490.808472,4.459,2188.514977,2188.514977,4,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,
TPS0118.2018,2019-02-03,15:22,2018,38.045299,-121.87623,SuisunEast,Shoal,Early Ebb,13.11,10.08,6584,3.63,8.29,11.15,3.89,57,Tenera,51792,0.026873,1391.806416,4.459,6206.064809,6206.064809,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0117.2018,2019-02-03,14:14,2018,38.037852,-121.873731,SuisunEast,Distributary,High Slack,12.76,9.93,3162,1.77,8.35,10.88,4.26,65,Tenera,16581,0.026873,445.581213,4.459,1986.846629,1986.846629,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0116.2018,2019-02-03,13:17,2018,38.040289,-121.856253,SuisunEast,Terminal,High Slack,13.24,7.71,1477,0.75,8.14,6.71,5.98,90,Tenera,23962,0.026873,643.930826,4.459,2871.287553,2871.287553,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0115.2018,2019-02-03,12:17,2018,38.053046,-121.931189,SuisunEast,Distributary,Late Flood,12.65,9.96,7082,3.95,8.2,18.14,4.1,62,Tenera,14769,0.026873,396.887337,4.459,1769.720636,1769.720636,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0114.2018,2019-02-03,11:40,2018,38.056136,-121.931944,SuisunEast,Distributary,Late Flood,12.7,9.91,7795,4.39,8.19,13.7,3.67,62,Tenera,25310,0.026873,680.15563,4.459,3032.813954,3032.813954,14,10,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0113.2018,2019-02-03,10:46,2018,38.059106,-121.927816,SuisunEast,Shoal,Late Flood,12.47,10.09,6179,3.39,8.26,14.76,3.72,57,Tenera,32349,0.026873,869.314677,4.459,3876.274145,3876.274145,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0112.2018,2019-02-03,10:04,2018,38.066155,-121.943156,SuisunEast,Shoal,Late Flood,12.69,10.02,6530,3.58,8.28,15.04,4.64,58,Tenera,17522,0.026873,470.868706,4.459,2099.60356,2099.60356,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0110.2018,2018-09-03,12:39,2018,38.099397,-122.068258,SuisunWest,Shoal,Late Ebb,12.63,9.91,6826,3.77,8.22,54.32,4.7,19,Tenera,8065,0.026873,216.730745,4.459,966.402392,966.402392,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0108.2018,2018-09-03,11:44,2018,38.112613,-121.996556,SuisunWest,Shoal,Late Ebb,12.19,9.94,7554,4.19,8.27,13.2,3.31,41,Tenera,18683,0.026873,502.068259,4.459,2238.722367,2238.722367,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0109.2018,2018-09-03,10:53,2018,38.084648,-122.025402,SuisunWest,Shoal,Late Ebb,13.06,10.96,6482,3.56,8.47,38.93,18.12,21,Tenera,18839,0.026873,506.260447,4.459,2257.415333,2257.415333,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0104.2018,2018-09-03,9:42,2018,38.085707,-122.026233,SuisunWest,Shoal,Early Ebb,12.06,9.97,7656,4.25,8.35,13.24,2.84,41,Tenera,22593,0.026873,607.141689,4.459,2707.244791,2707.244791,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0102.2018,2018-09-03,9:01,2018,38.082566,-122.017972,SuisunWest,Distributary,Early Ebb,12.19,9.07,6921,3.82,8.35,12.54,2.88,48,Tenera,20726,0.026873,556.969798,4.459,2483.528329,2483.528329,4,5,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0100.2018,2018-09-03,8:20,2018,38.087403,-122.016702,SuisunWest,Distributary,Early Ebb,11.96,9.97,8571,4.81,8.33,10.76,2.68,49,Tenera,18059,0.026873,485.299507,4.459,2163.950502,2163.950502,4,3,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0098.2018,2018-09-03,7:28,2018,38.135687,-122.046582,SuisunWest,Shoal,High Slack,13.79,10.63,6175,3.38,8.41,31.2,17.16,28,Tenera,22394,0.026873,601.793962,4.459,2683.399277,2683.399277,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
TPS0096.2018,2018-05-03,18:01,2018,38.126129,-122.052626,SuisunWest,Shoal,Early Ebb,11.31,10.49,5427,2.95,8.38,29.96,3.97,33,Tenera,16441,0.026873,441.818993,4.459,1970.07089,1970.07089,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
TPS0094.2018,2018-05-03,17:14,2018,38.069371,-121.993339,SuisunWest,Shoal,Late Flood,11.46,10.52,5727,3.12,8.37,34.01,4.45,28,Tenera,15523,0.026873,417.149579,4.459,1860.069973,1860.069973,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPS0092.2018,2018-05-03,16:11,2018,38.055962,-121.86278,SuisunEast,Shoal,Late Flood,10.66,10.48,654,0.32,8.77,15.15,4.38,41,Tenera,17313,0.026873,465.252249,4.459,2074.559778,2074.559778,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
