SurveySeason,Review_Region,Review_Stratum,SubRegion,StationCode,Year,Station_Surveys,Station_Tows,Station_Volume,Subregion_Surveys,Subregion_Tows,Subregion_Volume,Strata_Surveys,Strata_Tows,Strata_Volume,Region_Surveys,Region_Tows,Region_Volume
FMWT,Confluence,Confluence,Lower San Joaquin River,808,2004,4,4,23.6266771048,20,20,107.2907857252,96,96,504.6869629802,96,96,504.6869629802
FMWT,Confluence,Confluence,Lower San Joaquin River,808,2005,4,4,19.5159895392,20,20,100.30123666639999,96,96,471.83481722299996,96,96,471.83481722299996
FMWT,Confluence,Confluence,Lower San Joaquin River,808,2006,4,4,15.852140842999999,20,20,94.23987027839999,96,96,464.7960986361,96,96,464.7960986361
FMWT,Confluence,Confluence,Lower San Joaquin River,808,2007,4,4,21.6389054805,20,20,110.0687202923,96,96,495.8125820109,96,96,495.8125820109
FMWT,Confluence,Confluence,Lower San Joaquin River,808,2008,4,4,22.502966486,20,20,111.9305489148,94,94,497.5188508983,94,94,497.5188508983
FMWT,Confluence,Confluence,Lower San Joaquin River,808,2009,4,4,19.6258302394,20,20,102.16594069989999,95,95,467.2652140618,95,95,467.2652140618
FMWT,Confluence,Confluence,Lower San Joaquin River,808,2010,4,4,20.4392840113,20,20,108.7224528621,96,96,518.1674648304,96,96,518.1674648304
FMWT,Confluence,Confluence,Lower San Joaquin River,808,2011,4,4,20.492191573699998,20,20,105.87780875979999,96,96,497.9705779664,96,96,497.9705779664
FMWT,Confluence,Confluence,Lower San Joaquin River,808,2012,4,4,17.0580882164,20,20,90.8520610382,96,96,464.4582378436,96,96,464.4582378436
FMWT,Confluence,Confluence,Lower San Joaquin River,808,2013,4,4,16.8346687817,20,20,84.3197023284,96,96,426.2322364685,96,96,426.2322364685
FMWT,Confluence,Confluence,Lower San Joaquin River,808,2014,4,4,19.749760453500002,20,20,92.5140485962,96,96,462.34394813529997,96,96,462.34394813529997
FMWT,Confluence,Confluence,Lower San Joaquin River,808,2015,4,4,18.6145481907,20,20,93.3936368211,96,96,442.2235472039,96,96,442.2235472039
FMWT,Confluence,Confluence,Lower San Joaquin River,808,2016,4,4,17.5500710385,20,20,94.2073781341,96,96,451.6744480787,96,96,451.6744480787
FMWT,Confluence,Confluence,Lower San Joaquin River,808,2017,4,4,17.7079311024,20,20,97.68029953989999,96,96,479.9362877155,96,96,479.9362877155
FMWT,Confluence,Confluence,Lower San Joaquin River,808,2018,4,4,24.857065471699997,20,20,121.0016079965,95,95,537.1943469585,95,95,537.1943469585
FMWT,Confluence,Confluence,Lower San Joaquin River,808,2019,4,4,20.862832051599998,21,21,109.3081740828,98,98,475.9383162611,98,98,475.9383162611
FMWT,Confluence,Confluence,Lower San Joaquin River,808,2020,4,4,20.7840457902,20,20,108.46510357759999,97,97,533.1437554828,97,97,533.1437554828
FMWT,Confluence,Confluence,Lower Sacramento River,510,2002,4,4,14.959038186399997,32,32,136.3919578329,96,96,405.38608180069997,96,96,405.38608180069997
FMWT,Confluence,Confluence,Lower Sacramento River,510,2003,4,4,20.2935006736,32,32,180.6468334517,96,96,530.0754044047,96,96,530.0754044047
FMWT,Confluence,Confluence,Lower Sacramento River,510,2004,4,4,19.7552237344,32,32,163.21379164089998,96,96,504.6869629802,96,96,504.6869629802
FMWT,Confluence,Confluence,Lower Sacramento River,510,2005,4,4,21.374942750699997,32,32,164.3323265199,96,96,471.83481722299996,96,96,471.83481722299996
FMWT,Confluence,Confluence,Lower Sacramento River,510,2006,4,4,20.8734710723,32,32,151.8288893275,96,96,464.7960986361,96,96,464.7960986361
FMWT,Confluence,Confluence,Lower Sacramento River,510,2007,4,4,23.3681776559,32,32,168.8366578514,96,96,495.8125820109,96,96,495.8125820109
FMWT,Confluence,Confluence,Lower Sacramento River,510,2008,4,4,21.188616117899997,32,32,166.770962589,94,94,497.5188508983,94,94,497.5188508983
FMWT,Confluence,Confluence,Lower Sacramento River,510,2009,4,4,20.9758357039,31,31,154.461328098,95,95,467.2652140618,95,95,467.2652140618
FMWT,Confluence,Confluence,Lower Sacramento River,510,2010,4,4,21.8669255728,32,32,173.10204252879998,96,96,518.1674648304,96,96,518.1674648304
FMWT,Confluence,Confluence,Lower Sacramento River,510,2011,4,4,20.5085814164,32,32,167.2997506719,96,96,497.9705779664,96,96,497.9705779664
FMWT,Confluence,Confluence,Lower Sacramento River,510,2012,4,4,19.529791512,32,32,168.5310016621,96,96,464.4582378436,96,96,464.4582378436
FMWT,Confluence,Confluence,Lower Sacramento River,510,2013,4,4,19.3581294753,32,32,150.4438038488,96,96,426.2322364685,96,96,426.2322364685
FMWT,Confluence,Confluence,Lower Sacramento River,510,2014,4,4,21.1469226584,32,32,163.00187385019998,96,96,462.34394813529997,96,96,462.34394813529997
FMWT,Confluence,Confluence,Lower Sacramento River,510,2015,4,4,18.5110333947,32,32,155.3236638569,96,96,442.2235472039,96,96,442.2235472039
FMWT,Confluence,Confluence,Lower Sacramento River,510,2016,4,4,20.0393143412,32,32,153.92276361769999,96,96,451.6744480787,96,96,451.6744480787
FMWT,Confluence,Confluence,Lower Sacramento River,510,2017,4,4,22.3669595457,32,32,169.02902284729998,96,96,479.9362877155,96,96,479.9362877155
FMWT,Confluence,Confluence,Lower Sacramento River,510,2018,4,4,21.540853965399997,31,31,179.2893519186,95,95,537.1943469585,95,95,537.1943469585
FMWT,Confluence,Confluence,Lower Sacramento River,510,2019,4,4,15.3107009517,32,32,138.6218390634,98,98,475.9383162611,98,98,475.9383162611
FMWT,Confluence,Confluence,Lower Sacramento River,510,2020,4,4,22.203923742,32,32,186.89596417799999,97,97,533.1437554828,97,97,533.1437554828
FMWT,Confluence,Confluence,Lower Sacramento River,511,2002,4,4,16.9603242424,32,32,136.3919578329,96,96,405.38608180069997,96,96,405.38608180069997
FMWT,Confluence,Confluence,Lower Sacramento River,511,2003,4,4,22.058140404299998,32,32,180.6468334517,96,96,530.0754044047,96,96,530.0754044047
FMWT,Confluence,Confluence,Lower Sacramento River,511,2004,4,4,21.4059971895,32,32,163.21379164089998,96,96,504.6869629802,96,96,504.6869629802
FMWT,Confluence,Confluence,Lower Sacramento River,511,2005,4,4,22.9204761632,32,32,164.3323265199,96,96,471.83481722299996,96,96,471.83481722299996
FMWT,Confluence,Confluence,Lower Sacramento River,511,2006,4,4,17.3855975293,32,32,151.8288893275,96,96,464.7960986361,96,96,464.7960986361
FMWT,Confluence,Confluence,Lower Sacramento River,511,2007,4,4,21.832995723,32,32,168.8366578514,96,96,495.8125820109,96,96,495.8125820109
FMWT,Confluence,Confluence,Lower Sacramento River,511,2008,4,4,22.6079189875,32,32,166.770962589,94,94,497.5188508983,94,94,497.5188508983
FMWT,Confluence,Confluence,Lower Sacramento River,511,2009,4,4,20.045640245399998,31,31,154.461328098,95,95,467.2652140618,95,95,467.2652140618
FMWT,Confluence,Confluence,Lower Sacramento River,511,2010,4,4,21.407434895,32,32,173.10204252879998,96,96,518.1674648304,96,96,518.1674648304
FMWT,Confluence,Confluence,Lower Sacramento River,511,2011,4,4,20.699796247900004,32,32,167.2997506719,96,96,497.9705779664,96,96,497.9705779664
FMWT,Confluence,Confluence,Lower Sacramento River,511,2012,4,4,21.5612693835,32,32,168.5310016621,96,96,464.4582378436,96,96,464.4582378436
FMWT,Confluence,Confluence,Lower Sacramento River,511,2013,4,4,18.9233673321,32,32,150.4438038488,96,96,426.2322364685,96,96,426.2322364685
FMWT,Confluence,Confluence,Lower Sacramento River,511,2014,4,4,21.8516858945,32,32,163.00187385019998,96,96,462.34394813529997,96,96,462.34394813529997
FMWT,Confluence,Confluence,Lower Sacramento River,511,2015,4,4,16.590833928899997,32,32,155.3236638569,96,96,442.2235472039,96,96,442.2235472039
FMWT,Confluence,Confluence,Lower Sacramento River,511,2016,4,4,19.4498550862,32,32,153.92276361769999,96,96,451.6744480787,96,96,451.6744480787
FMWT,Confluence,Confluence,Lower Sacramento River,511,2017,4,4,23.132681495,32,32,169.02902284729998,96,96,479.9362877155,96,96,479.9362877155
FMWT,Confluence,Confluence,Lower Sacramento River,511,2018,3,3,19.6729869798,31,31,179.2893519186,95,95,537.1943469585,95,95,537.1943469585
FMWT,Confluence,Confluence,Lower Sacramento River,511,2019,4,4,17.8873567488,32,32,138.6218390634,98,98,475.9383162611,98,98,475.9383162611
FMWT,Confluence,Confluence,Lower Sacramento River,511,2020,4,4,21.4781700056,32,32,186.89596417799999,97,97,533.1437554828,97,97,533.1437554828
FMWT,Confluence,Confluence,Lower Sacramento River,512,2002,4,4,16.0603205994,32,32,136.3919578329,96,96,405.38608180069997,96,96,405.38608180069997
FMWT,Confluence,Confluence,Lower Sacramento River,512,2003,4,4,24.4706102333,32,32,180.6468334517,96,96,530.0754044047,96,96,530.0754044047
FMWT,Confluence,Confluence,Lower Sacramento River,512,2004,4,4,16.1336435799,32,32,163.21379164089998,96,96,504.6869629802,96,96,504.6869629802
FMWT,Confluence,Confluence,Lower Sacramento River,512,2005,4,4,18.8097885976,32,32,164.3323265199,96,96,471.83481722299996,96,96,471.83481722299996
FMWT,Confluence,Confluence,Lower Sacramento River,512,2006,4,4,17.7177074998,32,32,151.8288893275,96,96,464.7960986361,96,96,464.7960986361
FMWT,Confluence,Confluence,Lower Sacramento River,512,2007,4,4,21.2906932084,32,32,168.8366578514,96,96,495.8125820109,96,96,495.8125820109
FMWT,Confluence,Confluence,Lower Sacramento River,512,2008,4,4,19.6896643636,32,32,166.770962589,94,94,497.5188508983,94,94,497.5188508983
FMWT,Confluence,Confluence,Lower Sacramento River,512,2009,4,4,21.117018384,31,31,154.461328098,95,95,467.2652140618,95,95,467.2652140618
FMWT,Confluence,Confluence,Lower Sacramento River,512,2010,4,4,22.0834440211,32,32,173.10204252879998,96,96,518.1674648304,96,96,518.1674648304
FMWT,Confluence,Confluence,Lower Sacramento River,512,2011,4,4,22.1162237065,32,32,167.2997506719,96,96,497.9705779664,96,96,497.9705779664
FMWT,Confluence,Confluence,Lower Sacramento River,512,2012,4,4,21.2432489269,32,32,168.5310016621,96,96,464.4582378436,96,96,464.4582378436
FMWT,Confluence,Confluence,Lower Sacramento River,512,2013,4,4,19.7845529266,32,32,150.4438038488,96,96,426.2322364685,96,96,426.2322364685
FMWT,Confluence,Confluence,Lower Sacramento River,512,2014,4,4,20.6641411515,32,32,163.00187385019998,96,96,462.34394813529997,96,96,462.34394813529997
FMWT,Confluence,Confluence,Lower Sacramento River,512,2015,4,4,18.963335545,32,32,155.3236638569,96,96,442.2235472039,96,96,442.2235472039
FMWT,Confluence,Confluence,Lower Sacramento River,512,2016,4,4,19.9050326475,32,32,153.92276361769999,96,96,451.6744480787,96,96,451.6744480787
FMWT,Confluence,Confluence,Lower Sacramento River,512,2017,4,4,21.488809026299997,32,32,169.02902284729998,96,96,479.9362877155,96,96,479.9362877155
FMWT,Confluence,Confluence,Lower Sacramento River,512,2018,4,4,23.8095532444,31,31,179.2893519186,95,95,537.1943469585,95,95,537.1943469585
FMWT,Confluence,Confluence,Lower Sacramento River,512,2019,4,4,18.1967509724,32,32,138.6218390634,98,98,475.9383162611,98,98,475.9383162611
FMWT,Confluence,Confluence,Lower Sacramento River,512,2020,4,4,22.316639853199998,32,32,186.89596417799999,97,97,533.1437554828,97,97,533.1437554828
FMWT,Confluence,Confluence,Lower Sacramento River,513,2002,4,4,16.889876672899998,32,32,136.3919578329,96,96,405.38608180069997,96,96,405.38608180069997
FMWT,Confluence,Confluence,Lower Sacramento River,513,2003,4,4,22.4149789094,32,32,180.6468334517,96,96,530.0754044047,96,96,530.0754044047
FMWT,Confluence,Confluence,Lower Sacramento River,513,2004,4,4,20.2437560633,32,32,163.21379164089998,96,96,504.6869629802,96,96,504.6869629802
FMWT,Confluence,Confluence,Lower Sacramento River,513,2005,4,4,22.940891581299997,32,32,164.3323265199,96,96,471.83481722299996,96,96,471.83481722299996
FMWT,Confluence,Confluence,Lower Sacramento River,513,2006,4,4,17.1084079089,32,32,151.8288893275,96,96,464.7960986361,96,96,464.7960986361
FMWT,Confluence,Confluence,Lower Sacramento River,513,2007,4,4,21.0304685129,32,32,168.8366578514,96,96,495.8125820109,96,96,495.8125820109
FMWT,Confluence,Confluence,Lower Sacramento River,513,2008,4,4,21.501460834699998,32,32,166.770962589,94,94,497.5188508983,94,94,497.5188508983
FMWT,Confluence,Confluence,Lower Sacramento River,513,2009,4,4,20.8815222231,31,31,154.461328098,95,95,467.2652140618,95,95,467.2652140618
FMWT,Confluence,Confluence,Lower Sacramento River,513,2010,4,4,18.9161788046,32,32,173.10204252879998,96,96,518.1674648304,96,96,518.1674648304
FMWT,Confluence,Confluence,Lower Sacramento River,513,2011,4,4,19.7704634127,32,32,167.2997506719,96,96,497.9705779664,96,96,497.9705779664
FMWT,Confluence,Confluence,Lower Sacramento River,513,2012,4,4,22.749101667599998,32,32,168.5310016621,96,96,464.4582378436,96,96,464.4582378436
FMWT,Confluence,Confluence,Lower Sacramento River,513,2013,4,4,18.6059219577,32,32,150.4438038488,96,96,426.2322364685,96,96,426.2322364685
FMWT,Confluence,Confluence,Lower Sacramento River,513,2014,4,4,19.6775876374,32,32,163.00187385019998,96,96,462.34394813529997,96,96,462.34394813529997
FMWT,Confluence,Confluence,Lower Sacramento River,513,2015,4,4,17.1469384163,32,32,155.3236638569,96,96,442.2235472039,96,96,442.2235472039
FMWT,Confluence,Confluence,Lower Sacramento River,513,2016,4,4,19.4372032778,32,32,153.92276361769999,96,96,451.6744480787,96,96,451.6744480787
FMWT,Confluence,Confluence,Lower Sacramento River,513,2017,4,4,21.636892692799996,32,32,169.02902284729998,96,96,479.9362877155,96,96,479.9362877155
FMWT,Confluence,Confluence,Lower Sacramento River,513,2018,4,4,22.9641824104,31,31,179.2893519186,95,95,537.1943469585,95,95,537.1943469585
FMWT,Confluence,Confluence,Lower Sacramento River,513,2019,4,4,16.8366815694,32,32,138.6218390634,98,98,475.9383162611,98,98,475.9383162611
FMWT,Confluence,Confluence,Lower Sacramento River,513,2020,4,4,22.8730318817,32,32,186.89596417799999,97,97,533.1437554828,97,97,533.1437554828
FMWT,Confluence,Confluence,Lower Sacramento River,701,2002,4,4,17.8977082284,32,32,136.3919578329,96,96,405.38608180069997,96,96,405.38608180069997
FMWT,Confluence,Confluence,Lower Sacramento River,701,2003,4,4,21.2929935372,32,32,180.6468334517,96,96,530.0754044047,96,96,530.0754044047
FMWT,Confluence,Confluence,Lower Sacramento River,701,2004,4,4,23.3491999433,32,32,163.21379164089998,96,96,504.6869629802,96,96,504.6869629802
FMWT,Confluence,Confluence,Lower Sacramento River,701,2005,4,4,19.9967582584,32,32,164.3323265199,96,96,471.83481722299996,96,96,471.83481722299996
FMWT,Confluence,Confluence,Lower Sacramento River,701,2006,4,4,19.7563738988,32,32,151.8288893275,96,96,464.7960986361,96,96,464.7960986361
FMWT,Confluence,Confluence,Lower Sacramento River,701,2007,4,4,19.9766303814,32,32,168.8366578514,96,96,495.8125820109,96,96,495.8125820109
FMWT,Confluence,Confluence,Lower Sacramento River,701,2008,4,4,19.7356709396,32,32,166.770962589,94,94,497.5188508983,94,94,497.5188508983
FMWT,Confluence,Confluence,Lower Sacramento River,701,2009,4,4,20.1209760136,31,31,154.461328098,95,95,467.2652140618,95,95,467.2652140618
FMWT,Confluence,Confluence,Lower Sacramento River,701,2010,4,4,25.0425294812,32,32,173.10204252879998,96,96,518.1674648304,96,96,518.1674648304
FMWT,Confluence,Confluence,Lower Sacramento River,701,2011,4,4,22.084594185500002,32,32,167.2997506719,96,96,497.9705779664,96,96,497.9705779664
FMWT,Confluence,Confluence,Lower Sacramento River,701,2012,4,4,22.106447309100002,32,32,168.5310016621,96,96,464.4582378436,96,96,464.4582378436
FMWT,Confluence,Confluence,Lower Sacramento River,701,2013,4,4,17.6975796228,32,32,150.4438038488,96,96,426.2322364685,96,96,426.2322364685
FMWT,Confluence,Confluence,Lower Sacramento River,701,2014,4,4,20.8895733739,32,32,163.00187385019998,96,96,462.34394813529997,96,96,462.34394813529997
FMWT,Confluence,Confluence,Lower Sacramento River,701,2015,4,4,21.445390320199998,32,32,155.3236638569,96,96,442.2235472039,96,96,442.2235472039
FMWT,Confluence,Confluence,Lower Sacramento River,701,2016,4,4,19.3175861802,32,32,153.92276361769999,96,96,451.6744480787,96,96,451.6744480787
FMWT,Confluence,Confluence,Lower Sacramento River,701,2017,4,4,22.9230640331,32,32,169.02902284729998,96,96,479.9362877155,96,96,479.9362877155
FMWT,Confluence,Confluence,Lower Sacramento River,701,2018,4,4,22.6444367072,31,31,179.2893519186,95,95,537.1943469585,95,95,537.1943469585
FMWT,Confluence,Confluence,Lower Sacramento River,701,2019,4,4,18.1435558689,32,32,138.6218390634,98,98,475.9383162611,98,98,475.9383162611
FMWT,Confluence,Confluence,Lower Sacramento River,701,2020,4,4,26.3565923082,32,32,186.89596417799999,97,97,533.1437554828,97,97,533.1437554828
FMWT,Confluence,Confluence,Lower Sacramento River,703.1,2002,4,4,18.2462080416,32,32,136.3919578329,96,96,405.38608180069997,96,96,405.38608180069997
FMWT,Confluence,Confluence,Lower Sacramento River,703.1,2003,4,4,23.1286559196,32,32,180.6468334517,96,96,530.0754044047,96,96,530.0754044047
FMWT,Confluence,Confluence,Lower Sacramento River,703.1,2004,4,4,20.027812697199998,32,32,163.21379164089998,96,96,504.6869629802,96,96,504.6869629802
FMWT,Confluence,Confluence,Lower Sacramento River,703.1,2005,4,4,20.9945258754,32,32,164.3323265199,96,96,471.83481722299996,96,96,471.83481722299996
FMWT,Confluence,Confluence,Lower Sacramento River,703.1,2006,4,4,20.2460563921,32,32,151.8288893275,96,96,464.7960986361,96,96,464.7960986361
FMWT,Confluence,Confluence,Lower Sacramento River,703.1,2007,4,4,19.3857334209,32,32,168.8366578514,96,96,495.8125820109,96,96,495.8125820109
FMWT,Confluence,Confluence,Lower Sacramento River,703.1,2008,4,4,21.4341762173,32,32,166.770962589,94,94,497.5188508983,94,94,497.5188508983
FMWT,Confluence,Confluence,Lower Sacramento River,703.1,2009,4,4,17.8551521456,31,31,154.461328098,95,95,467.2652140618,95,95,467.2652140618
FMWT,Confluence,Confluence,Lower Sacramento River,703.1,2010,4,4,22.0161594037,32,32,173.10204252879998,96,96,518.1674648304,96,96,518.1674648304
FMWT,Confluence,Confluence,Lower Sacramento River,703.1,2011,4,4,21.470693937,32,32,167.2997506719,96,96,497.9705779664,96,96,497.9705779664
FMWT,Confluence,Confluence,Lower Sacramento River,703.1,2012,4,4,21.723730105,32,32,168.5310016621,96,96,464.4582378436,96,96,464.4582378436
FMWT,Confluence,Confluence,Lower Sacramento River,703.1,2013,4,4,19.4179380241,32,32,150.4438038488,96,96,426.2322364685,96,96,426.2322364685
FMWT,Confluence,Confluence,Lower Sacramento River,703.1,2014,4,4,18.966210955999998,32,32,163.00187385019998,96,96,462.34394813529997,96,96,462.34394813529997
FMWT,Confluence,Confluence,Lower Sacramento River,703.1,2015,4,4,21.8212065379,32,32,155.3236638569,96,96,442.2235472039,96,96,442.2235472039
FMWT,Confluence,Confluence,Lower Sacramento River,703.1,2016,4,4,19.7963421117,32,32,153.92276361769999,96,96,451.6744480787,96,96,451.6744480787
FMWT,Confluence,Confluence,Lower Sacramento River,703.1,2017,4,4,18.8601082901,32,32,169.02902284729998,96,96,479.9362877155,96,96,479.9362877155
FMWT,Confluence,Confluence,Lower Sacramento River,703.1,2018,4,4,23.6810223727,31,31,179.2893519186,95,95,537.1943469585,95,95,537.1943469585
FMWT,Confluence,Confluence,Lower Sacramento River,703.1,2019,4,4,17.5874513815,32,32,138.6218390634,98,98,475.9383162611,98,98,475.9383162611
FMWT,Confluence,Confluence,Lower Sacramento River,703.1,2020,4,4,23.0570581857,32,32,186.89596417799999,97,97,533.1437554828,97,97,533.1437554828
FMWT,Confluence,Confluence,Lower Sacramento River,704,2002,4,4,17.669400595,32,32,136.3919578329,96,96,405.38608180069997,96,96,405.38608180069997
FMWT,Confluence,Confluence,Lower Sacramento River,704,2003,4,4,23.3589763407,32,32,180.6468334517,96,96,530.0754044047,96,96,530.0754044047
FMWT,Confluence,Confluence,Lower Sacramento River,704,2004,4,4,20.4824151763,32,32,163.21379164089998,96,96,504.6869629802,96,96,504.6869629802
FMWT,Confluence,Confluence,Lower Sacramento River,704,2005,4,4,17.962692516999997,32,32,164.3323265199,96,96,471.83481722299996,96,96,471.83481722299996
FMWT,Confluence,Confluence,Lower Sacramento River,704,2006,4,4,19.830847043699997,32,32,151.8288893275,96,96,464.7960986361,96,96,464.7960986361
FMWT,Confluence,Confluence,Lower Sacramento River,704,2007,4,4,19.6844886238,32,32,168.8366578514,96,96,495.8125820109,96,96,495.8125820109
FMWT,Confluence,Confluence,Lower Sacramento River,704,2008,4,4,20.743214954000003,32,32,166.770962589,94,94,497.5188508983,94,94,497.5188508983
FMWT,Confluence,Confluence,Lower Sacramento River,704,2009,3,3,14.7264174365,31,31,154.461328098,95,95,467.2652140618,95,95,467.2652140618
FMWT,Confluence,Confluence,Lower Sacramento River,704,2010,4,4,20.32915577,32,32,173.10204252879998,96,96,518.1674648304,96,96,518.1674648304
